student_id,name,grade,interests,strengths,weaknesses,learning_style,onboarding_completed
2d341a5e-a61b-48cb-9737-71e0c851c462,Isha,10,Art & Design|Mathematics|Economics,Chemistry|Geography,Biology|Music,visual,True
14be7c04-9c4b-4251-9683-f5fe45e29d04,Jai,9,Biology|Mathematics,English|Hindi,Geography,auditory,True
1c6771f0-f251-4231-ac87-756434663a3b,Nisha,6,Environmental Science|Psychology|Art & Design|Music|Mathematics,Chemistry|Geography|Biology,Environmental Science|Political Science,kinesthetic,True
c1e17b8c-f8c6-4e82-a890-8be5f554c38e,Saanvi,5,History|Geography|English,English|Political Science|Music,Art & Design|Geography,auditory,True
b7b684c7-2331-4e02-8429-af6fbf33119c,Anika,4,Biology|Computer Science|Music|Environmental Science,Biology|Art & Design|Environmental Science,Hindi|Geography,reading,True
2c3fba35-3623-4f0f-b747-c3048daed79e,Aditya,4,Economics|Political Science,Hindi|Psychology|English,Computer Science,reading,True
31563911-a0db-4994-92a4-1cb308e279a3,Varun,11,English|History,Computer Science|Art & Design|History,Biology,reading,True
c4f392cd-16b1-45d3-9f8e-7b1e06158cc2,Aadhya,8,Chemistry|Physics|Economics|Art & Design,Biology|Psychology|Mathematics,Music,visual,True
c5d278e2-ad96-4390-aa49-c9b0d43efd49,Mira,1,English|Art & Design|History|Physics|Political Science,Mathematics,History,kinesthetic,True
36e7f0ba-8757-450c-be89-1938eef5f660,Arnav,7,Music|Computer Science|English,Political Science|Mathematics,Music,auditory,True
5c150052-4c11-4f70-abf5-c21a8b57b410,Rahul,8,Psychology|Chemistry,Psychology|Environmental Science,Mathematics,kinesthetic,True
3008137b-3d71-4aa1-b567-e3445795106d,Varun,2,Psychology|Mathematics|Environmental Science|Computer Science,Economics|Physics|English,Political Science|Environmental Science,kinesthetic,True
0bdf55da-29bd-4d44-a03b-c0f4e621b07e,Sanya,2,Computer Science|Biology|Music|Physics|English,Art & Design,Political Science|Computer Science,auditory,True
82778b69-0248-4635-b679-d6b7a5a3adca,Karan,K,Music|Computer Science|Economics|Political Science,Chemistry,Psychology|History,reading,True
0918477a-d36c-4eea-ac42-4cbec660c5ba,Priya,1,Political Science|Physics|Chemistry|Music|History,Psychology|Biology,English,auditory,True
48e3e64c-67e6-40d9-8b52-310e3e428797,Vihaan,7,English|Computer Science|Economics|Art & Design,Mathematics|Computer Science|Political Science,Psychology|English,visual,True
f010191d-928a-4993-b927-3f6e534ba5fd,Sara,7,Chemistry|Hindi|Political Science|Geography,Music|Computer Science|Art & Design,Environmental Science,reading,True
5b234488-d169-4c6e-b24f-c6576ce50993,Pooja,9,Biology|Chemistry|History,History,Hindi|Music,kinesthetic,True
de781a74-ab62-44f5-8207-ba6bde8d5ca7,Arjun,12,Music|Biology|Political Science,Environmental Science|Music|Physics,Economics|Hindi,visual,True
aa942f5a-458a-4937-b99b-8f6e276e1bea,Aanya,K,Economics|Geography|Chemistry,English,Physics|Art & Design,kinesthetic,True
8e4def28-dda2-4d74-8baf-891b4afd7a40,Dev,1,Music|Mathematics|History|Chemistry|Geography,History|Economics,Political Science,reading,True
5fe5c65d-f93f-46ae-9ca6-ff2d6cb8fc4d,Arjun,11,Hindi|Computer Science,Art & Design,Economics,visual,True
80b18c51-9a2a-4a2d-817f-19659f9397f6,Neha,6,Art & Design|Physics|Geography|Mathematics,Psychology,Mathematics|Computer Science,auditory,True
27f21fa1-cad1-4511-a4f0-0b9e28bfbbd9,Sai,12,Music|Political Science|Art & Design,Hindi|English|Psychology,Geography|Environmental Science,auditory,True
33808bb6-fee1-47e1-83ac-53e1bc4ef784,Navya,10,Physics|Chemistry|Geography|Hindi,Chemistry|Art & Design|Biology,Mathematics,kinesthetic,True
f977572f-edfa-49fc-a249-665972cd5127,Rudra,10,Geography|Hindi|Biology|Music|History,Chemistry|Computer Science,Environmental Science,visual,True
42ec3520-df4f-4c4d-986a-626b6ccd06fe,Laksh,K,Economics|Music|Mathematics|Biology|Art & Design,Physics,Geography,visual,True
f8a5b220-2d70-4c80-92f3-46779e74a4de,Kavya,3,Hindi|History,Geography,Environmental Science,visual,True
243089f8-2147-4eee-9835-171cf08486b7,Ishaan,2,Biology|Environmental Science|Art & Design|Economics,Economics|Psychology,Biology|Computer Science,auditory,True
0268d417-bba2-4b59-af6c-5a618cf3e8fb,Vihaan,6,Computer Science|Mathematics|Geography|Economics,Psychology|Chemistry|Political Science,Economics|Geography,reading,True
6861781d-7eff-4030-a024-011eac07fd8b,Zara,10,Music|Geography|English|Art & Design|Hindi,Chemistry|Computer Science,Biology|Political Science,auditory,True
da9d3fa4-eb90-434a-be73-a64149a8a87e,Nisha,3,Environmental Science|Art & Design|Chemistry|History,Geography,Hindi|Economics,auditory,True
7056b8aa-606f-434c-b03c-c2c266181224,Om,6,Computer Science|Biology|English,Physics|History|English,Art & Design,auditory,True
2bf9d938-bfb5-4bce-a3f5-033f26ac676c,Rudra,K,Hindi|Political Science|Economics|Music,Environmental Science,Biology,auditory,True
6a321b85-1ba4-41f0-beb8-2108c16641ea,Ayaan,7,Environmental Science|English|Computer Science,Biology,Music,kinesthetic,True
4021a409-d0da-41f8-8832-e2f52cddc9b7,Mira,3,Hindi|Biology|Geography,Music|Computer Science,Geography|Economics,reading,True
5eeb9f26-98d1-4a83-a97e-f43ed5422ac4,Aanya,4,English|Geography|History|Music,Music,Environmental Science|English,reading,True
f689f914-4f2a-40c7-8b02-be696076bdc4,Saanvi,5,Mathematics|Economics|Biology|Art & Design|Chemistry,Computer Science,English|Chemistry,reading,True
79d66af3-2c0a-4d4f-83a8-8ea1d263ba80,Ahana,3,Economics|Environmental Science|Biology|History|Geography,Political Science|English|Computer Science,Psychology|Environmental Science,kinesthetic,True
3a63d16f-dedf-49ab-9c62-27522ed84fb1,Mira,7,Art & Design|Music|English,Chemistry,Biology|Economics,visual,True
0b22e41e-beff-4a3d-a297-8febcb87a710,Aarav,8,Environmental Science|Psychology,Environmental Science,Music,kinesthetic,True
f7fa72b1-5c29-4ac1-85b0-63182b37c756,Kiara,2,Physics|Art & Design|Chemistry,Biology,Hindi|Mathematics,kinesthetic,True
e31c057a-bb94-4b01-8b11-b7154ac2a26a,Vivaan,10,Mathematics|Psychology|Geography|Music|Hindi,Mathematics,Economics|English,kinesthetic,True
60410e39-d92c-4845-8e82-e94653e4bf98,Nisha,12,Physics|Psychology|Geography,Biology,Political Science,reading,True
246f7e94-af84-4fd7-9265-272aa28c8ced,Aadhya,5,Music|Hindi|Physics|English,History|Economics,Environmental Science,reading,True
62cce201-39dd-440c-b8c3-c580b587a1a2,Pooja,10,Political Science|Environmental Science,Music|Mathematics|Physics,Geography|Psychology,kinesthetic,True
c4c2686e-adb0-4ef0-9107-a46d30c52a4b,Kabir,K,Art & Design|Chemistry,History,Art & Design|Environmental Science,visual,True
31c7c908-1951-4a3f-9349-0ddfa72efbce,Tara,8,Biology|Psychology,Psychology|Economics|History,Mathematics|Physics,reading,True
57d10699-d43e-4ef3-afde-c8492f2989be,Sanya,8,Chemistry|Environmental Science,Mathematics|Biology,Psychology,kinesthetic,True
1163da02-39e5-4e05-a409-d0930745c4be,Krishna,1,Chemistry|Economics|Biology|Environmental Science,Political Science|Geography,Hindi|Environmental Science,visual,True
8c0356c9-2c47-4a18-9d2f-697ab8403c57,Vivaan,8,Mathematics|Physics|Hindi|Biology,English,Environmental Science|Hindi,reading,True
01e32ed4-b1ed-4616-8092-9c2ed30d43b3,Sara,12,History|Biology|English|Geography|Hindi,Chemistry|Political Science,Physics|Art & Design,auditory,True
66f89765-bc2c-45e4-8ebe-14507be057c9,Priya,11,Physics|Computer Science,Hindi,Music,reading,True
f22a7889-4b43-4ce2-9596-af069b941c91,Sai,5,Physics|Mathematics,History|English,Physics|Chemistry,auditory,True
1c38fe5e-643e-40e1-abeb-040626657d32,Laksh,6,Geography|Psychology|Environmental Science|Hindi|Physics,Physics,Economics|Chemistry,reading,True
fdcbd941-348f-4f13-ba64-74c429e8bdd8,Nisha,6,Computer Science|Hindi,Music|Physics,Political Science,auditory,True
ac96b8f3-46bb-4f94-8343-c10a237b56d2,Myra,10,Chemistry|Psychology|Computer Science|Music|Art & Design,Chemistry|Physics,Geography,kinesthetic,True
ffabfa5a-00cd-404b-ae42-73457a6633a1,Reyansh,4,Music|Physics|English|Computer Science|Biology,Political Science|History|Economics,Geography,auditory,True
fb112580-fbc5-4e89-bbad-e4c7b4fbdaff,Mira,4,Hindi|English,Hindi|Music|English,History|Geography,auditory,True
d0f19a16-95b7-480e-8800-5e0135a353ab,Jai,4,Economics|Art & Design|Biology|History,Chemistry|Hindi,English|Environmental Science,kinesthetic,True
98daf2e0-8149-454f-8609-d4b88fc8ca20,Varun,9,English|Hindi|Computer Science,English|Physics,Art & Design,auditory,True
cb787996-dd12-4527-97f1-374849238477,Neha,10,Art & Design|History,Biology|History|Music,Psychology|Physics,kinesthetic,True
58df2a96-c8df-4023-b06f-9370fc580464,Laksh,2,Biology|Computer Science|Political Science|Chemistry,Hindi|Music|Psychology,Geography,kinesthetic,True
51b8df82-73e6-4d09-b519-940b3cc64811,Varun,9,Geography|Psychology|Art & Design|Hindi|Environmental Science,Music,Art & Design|Environmental Science,visual,True
3190b2dd-4047-4690-a8d1-a959e54c1060,Mira,1,Political Science|Psychology|English,Political Science,Economics,kinesthetic,True
9dbaa06b-4e8e-4cd6-a0a8-b2d1176e085c,Ahana,12,Music|Hindi|Physics|Mathematics,Computer Science,Economics,auditory,True
971dd2c6-7676-429a-a4e2-df8f4aa8bf0f,Reyansh,7,Hindi|History|Music|Political Science,Art & Design|Geography|Chemistry,Mathematics|Economics,reading,True
3bfccb01-2a54-4cee-9c19-0b3abf15edf6,Nisha,6,Physics|Environmental Science,Chemistry|English|Computer Science,Political Science|Hindi,kinesthetic,True
6f13ceea-f907-4010-a38e-d61b3695a770,Sanya,5,Physics|History|Art & Design|Music|Environmental Science,Physics|Computer Science,Psychology,visual,True
ca2b61af-9dfb-4fd5-bd62-139f761db502,Pooja,K,Political Science|Physics|Psychology|Chemistry,Biology|Geography|Chemistry,History,kinesthetic,True
15e97d9f-0170-42ff-bf19-ca60613b0eff,Ahana,7,Music|Hindi|Political Science,Chemistry,History|Mathematics,auditory,True
6f284bb0-2308-4362-8625-42a85d5a9344,Reyansh,7,Hindi|Mathematics|Art & Design|Biology|Music,Music|Art & Design,Economics,auditory,True
e39db969-99fc-41f1-9d82-5c93aa9acbe2,Kiara,5,Biology|History|Physics|Computer Science,Environmental Science|History|Geography,Art & Design|Hindi,kinesthetic,True
8170bee3-2259-4261-8d8d-fbc91be35d42,Sai,9,English|Psychology,Economics|Chemistry,Art & Design|Psychology,auditory,True
c4538ea1-087d-4d35-bf13-62ba4dd6520d,Karan,5,Biology|Computer Science,Chemistry,Music|Biology,kinesthetic,True
fa4c131e-cfbc-43b6-b572-4e372746fd9b,Ananya,6,Economics|Hindi|Environmental Science,History,Economics,kinesthetic,True
7ff93dfe-93c0-4794-b13a-902727f28d10,Krishna,4,Chemistry|English|History,Mathematics|Environmental Science|English,Economics,auditory,True
4b95d518-c891-4484-97f8-e3380d862787,Rudra,6,Hindi|Political Science|History|Psychology|Music,Chemistry|Physics,Psychology,auditory,True
3eec45d4-6c20-4d73-8160-b08f03f1f750,Pooja,4,Computer Science|Biology,Computer Science|Chemistry|Music,Art & Design|Economics,visual,True
c9b9334e-ceb5-4914-bbb5-000fb352f88c,Tanvi,9,Computer Science|Music,Environmental Science|English|Geography,Psychology,auditory,True
79c09930-6dae-48f9-8d9e-06a0deccacc2,Pari,6,Art & Design|Environmental Science,Music|Biology|Computer Science,Economics,reading,True
33f3b6cf-3400-4c9b-9a36-539c9920844c,Krishna,1,Environmental Science|Physics|Music|Biology|Art & Design,Economics|Art & Design|English,Chemistry|Music,auditory,True
d2e8eba6-c0e8-4e71-9226-43c5dd30b9c9,Sanya,3,Economics|English,Computer Science|Economics|Geography,Hindi,reading,True
6670c85d-d0a9-44fb-8116-269e19f72a82,Mira,4,Environmental Science|Geography|Political Science|Physics,Music,Mathematics|Computer Science,auditory,True
850e51dc-1278-440b-8893-34a649ad39d7,Arnav,11,Biology|Chemistry|Art & Design,Environmental Science|Biology,Geography|Chemistry,reading,True
919a43b0-5654-4863-b59e-985a025e6392,Dev,10,Hindi|History|Physics|Political Science|Music,Geography|Art & Design,Environmental Science|English,kinesthetic,True
ba81acfb-c464-4b32-92c4-3ebd4a007235,Rahul,5,Environmental Science|Music,Physics|Art & Design|History,Chemistry|Political Science,auditory,True
adf43aac-e50f-485d-a940-12bf27b52d4c,Riya,6,History|Computer Science|English,English|Geography,Art & Design,reading,True
eb0e05d3-bd83-4809-8818-a46662707e31,Ananya,10,Mathematics|Physics,Music|Environmental Science|History,Physics,kinesthetic,True
92ee9fbe-85e7-4b68-8d60-1f7f1fe31c24,Sai,7,Hindi|Biology,Psychology|Chemistry|Political Science,Biology|English,reading,True
e0b35cd1-2c7b-47e0-93ed-c79d20387029,Aryan,4,English|Political Science,Chemistry|Mathematics|Hindi,Psychology|English,visual,True
9472c2e6-7915-4f77-9a45-541fd029fc30,Tara,11,Mathematics|Biology,Physics|Chemistry,Political Science,kinesthetic,True
3d62fd41-f492-4ccd-b822-3f02e414b123,Zara,K,Art & Design|English,Environmental Science,Art & Design|Chemistry,visual,True
09763d3e-75c3-4162-b022-47062a2a7401,Kavya,3,Physics|Art & Design|Music|Psychology|Environmental Science,English|Computer Science,Geography,auditory,True
c0909652-8d0a-418a-8c3b-cddb688480b4,Anika,10,Physics|Geography|Economics,Economics,History,auditory,True
2b5c3938-6cf3-4727-97bf-283889d5874d,Krishna,10,Psychology|Hindi|Economics,History|Environmental Science|Biology,Physics,visual,True
2eafe263-d549-40fd-8857-8e7b6d7d4129,Laksh,9,English|Hindi|Psychology|Chemistry|Biology,Political Science|Physics,Economics,reading,True
dcaadc59-2cfa-42cd-b4bb-6588d9b30d48,Rahul,12,Environmental Science|Psychology,Psychology|Computer Science|Biology,Environmental Science,reading,True
afb03438-3a01-4a7d-a9bd-490768bd221c,Riya,10,Music|Psychology,History,Physics|Biology,visual,True
4905f734-84ab-4bb4-93b7-164a2e05efa9,Tara,8,English|Psychology,Hindi,English|Economics,auditory,True
93ed789f-2deb-4b59-aeb1-77c1fa8f5638,Vihaan,12,Music|Physics|Mathematics|Economics|Environmental Science,Computer Science,Mathematics,kinesthetic,True
9a930fdb-5f06-457d-97ab-1483fce7e169,Varun,8,Political Science|Art & Design|Geography|Hindi,Art & Design|Hindi,Music,auditory,True
5d9a0b7e-f970-49a1-97b4-0e96b101594f,Rohan,4,Computer Science|Physics,Psychology|Biology|Music,Economics,kinesthetic,True
30024dee-34c1-44cf-b9f2-e5b009a01f6d,Isha,9,Computer Science|Art & Design,Art & Design|Environmental Science,Mathematics,visual,True
114745b3-3d29-4264-a307-b557199e16d2,Aarav,6,History|Economics,Mathematics|Computer Science|Political Science,Chemistry,auditory,True
43c76cac-21f0-4fcd-9152-c1e0bc395254,Krishna,11,Chemistry|History,Geography|Psychology,Chemistry|English,reading,True
5f16a38d-e0b4-4fe7-81da-38f56785712b,Pari,11,Music|Mathematics,Music|Hindi,Economics|Physics,visual,True
1d8fea66-7046-41b2-ab78-a3c457759f83,Kavya,7,Geography|English|Mathematics|History|Economics,English,Computer Science,visual,True
c4e141e5-3e4e-4dfb-afee-5e37c48d04a6,Zara,9,Biology|Art & Design,Mathematics|Psychology|Environmental Science,Physics,reading,True
3d219dc5-276c-476d-8196-a879700e5e7f,Isha,6,Chemistry|Environmental Science|Mathematics,Music|Art & Design|Environmental Science,Biology|English,kinesthetic,True
6d4e54f9-06bc-4db6-b513-cf700afdd49a,Aadhya,11,Computer Science|Environmental Science|Physics|Economics,Physics|Geography,Biology,visual,True
ac60b27b-9af4-4a95-bcfc-5b9e03a6c486,Pooja,6,Psychology|History,Music|Environmental Science,English|Physics,kinesthetic,True
4098f47f-8386-467c-8cc7-ab711bb9c7d7,Kavya,K,Biology|Computer Science|Economics|Environmental Science,Economics|Biology|History,Music|Political Science,auditory,True
8a0b7a0a-1d53-4e9d-9d10-cbe05a9c2ddc,Aarav,11,Chemistry|Mathematics|Hindi,Biology,Art & Design|Music,reading,True
c27a902d-cfa5-4e5c-a7b9-fbf339a9e0be,Riya,K,Environmental Science|Art & Design|Psychology|Computer Science|Physics,Geography,Hindi,visual,True
8de20c51-b959-47a4-beb4-d940cb2b482d,Shreya,2,Physics|Mathematics|Biology|Geography,Art & Design|English,Environmental Science|Physics,visual,True
ee04bade-882c-4cdb-b5af-abdc115e616e,Yash,8,Political Science|Environmental Science|Hindi,Economics,Hindi,auditory,True
ec182bee-53e5-45d8-89b5-612665f8869a,Aadhya,3,Computer Science|Environmental Science|English|Hindi,Environmental Science|Art & Design|English,Geography|Computer Science,visual,True
cae1c41a-93c5-4570-8d83-0bdf73e3953e,Tanvi,3,Music|Psychology|Economics,Chemistry,Biology,kinesthetic,True
22fde01b-d2e4-44cd-b2f2-d8f9e12debfd,Ananya,5,Physics|Geography|English|Biology|History,History|Computer Science,Physics,reading,True
bb22cb89-c272-4e6b-8c22-441a9e516420,Rahul,11,Biology|Environmental Science,Chemistry|Physics,History,visual,True
1eac74b0-22db-4c35-a68b-d732b8ebeca0,Dev,10,Computer Science|Environmental Science|Chemistry|Mathematics,Environmental Science|History,Physics,visual,True
6e673f47-adba-4642-8ed7-e5e9c8f2f192,Rahul,12,Physics|Mathematics|Environmental Science,Chemistry,Psychology,reading,True
a1010b74-70a7-484d-a61c-3308d2bbc878,Arjun,10,Economics|Psychology,Psychology|Environmental Science,Mathematics,auditory,True
019abe05-4349-4a7b-902e-d82aaef43b36,Arnav,10,Music|Chemistry|Physics|English|Psychology,History,Chemistry,kinesthetic,True
0a065d65-cb1d-42fe-8857-73c237ef9267,Myra,11,History|Mathematics|Hindi|Political Science|Music,English,Chemistry,reading,True
6d2aed0d-46f3-4a5d-aebd-6fd59b5eefe2,Zara,7,Mathematics|Economics|Environmental Science,Biology|Political Science|Computer Science,Geography|Art & Design,visual,True
8d6c051c-31b2-468d-9283-a1346a462bbb,Varun,1,Hindi|Chemistry|Psychology|Biology,Psychology|Music|Geography,Art & Design,visual,True
9ce1d60d-5963-4810-a809-49267f4b3d12,Diya,6,History|Geography|Music|Psychology,Psychology|Economics,Hindi|Computer Science,visual,True
e49c0db7-798a-4a1f-80d2-d75f038a9072,Kavya,5,Mathematics|Music|Environmental Science,Mathematics|Music,Economics|Hindi,auditory,True
eb025efa-80de-4da9-91ee-a5d28b8a5dff,Aadhya,2,Biology|Political Science,Computer Science,Environmental Science,kinesthetic,True
bceb8ec9-51c6-4c2a-a31e-1b0010273015,Sanya,5,Chemistry|Biology|Economics,Music|Art & Design,Economics|Mathematics,reading,True
89782365-e82e-4555-835d-df1f558bcdcd,Aditya,9,Economics|Biology|Music,Geography|Computer Science,Economics,visual,True
cf6d445d-6471-488c-be5d-afa95afa41f3,Kabir,K,Economics|Biology|Mathematics,History|Mathematics|English,Biology,auditory,True
2eb65ca3-ee14-488e-9db9-25243eef2cb8,Meera,12,Mathematics|Psychology|Chemistry|Economics,Psychology|Chemistry|Music,Economics,visual,True
21dd55f9-2acc-431b-b42a-4a2c1faae37a,Riya,5,Economics|Physics|English|Computer Science|Music,Chemistry,Environmental Science|Art & Design,reading,True
4ad90664-404b-465e-9fac-ed223631ad17,Om,2,Biology|Political Science|Economics|Chemistry,Computer Science|Art & Design,Chemistry|Psychology,visual,True
5fd50c7f-8f85-494d-88b9-cb2d5121bf0f,Arnav,11,Environmental Science|Music|Economics|Mathematics|Chemistry,English|Music|Economics,Environmental Science,visual,True
768c9462-35be-42f5-bcb1-c9ce6155ad17,Sai,7,English|Art & Design|Physics,English,Chemistry|Art & Design,reading,True
ab14c288-1461-404e-bca8-815c643a1a99,Pari,7,Computer Science|Biology,Art & Design,English,visual,True
49374838-9169-4681-9683-77d6d40f38e2,Riya,11,Mathematics|Hindi,Art & Design|Hindi,History,kinesthetic,True
1f3d3da5-c915-4794-ae16-41ba57b8a1de,Sara,5,Physics|Environmental Science|History|Economics|Political Science,Biology|Chemistry|History,Mathematics,visual,True
9eb75d8c-cb61-4b25-a447-b09a3d39b771,Sai,5,Physics|Psychology|English|Chemistry,Chemistry|Art & Design,Economics,reading,True
4925d3b3-99d4-49a5-aada-1878a2ce3ba1,Kabir,9,Art & Design|Mathematics|Hindi|Political Science|Chemistry,Psychology|Hindi|Chemistry,Physics,auditory,True
fa6b500b-2a69-4e8b-92e4-007e2d361063,Vihaan,3,Art & Design|Geography|Psychology|Music|Environmental Science,Political Science|Computer Science,Biology|Physics,kinesthetic,True
b737307a-1bc0-43fd-81d2-e87716f40214,Vivaan,9,Chemistry|Mathematics|English|Environmental Science|Hindi,Computer Science,Biology|Physics,auditory,True
fc41f33f-59aa-4200-9093-f6b0089f91fe,Varun,2,Physics|History|Psychology|Computer Science,History|Psychology,Physics|Art & Design,kinesthetic,True
54ace653-275c-4ee2-97cb-418afc4913b3,Aadhya,2,Psychology|Hindi|English|Chemistry,Mathematics|Computer Science,Economics|Hindi,reading,True
3fff5c3e-413d-45d8-acf8-e1af4d53af43,Rudra,9,Chemistry|Music,Political Science|Physics|Environmental Science,Economics|History,auditory,True
e31c7ee3-9e82-42b5-aa3f-d5ab05ee4612,Zara,8,Environmental Science|Hindi,Hindi|Geography|Political Science,Music|Biology,reading,True
64cbe8b9-8bfb-41df-a405-be5c7bce2bda,Rudra,1,Psychology|Environmental Science|Art & Design|Mathematics|Geography,Psychology|Geography|Music,Physics,kinesthetic,True
ca1d392a-4c14-4d09-b078-6904d51d238e,Aryan,2,Biology|Music|Psychology,Mathematics,Chemistry|Art & Design,auditory,True
a1b1119c-0db8-4930-870a-823ec015ff04,Priya,10,Environmental Science|Economics|Computer Science,Psychology|Art & Design,Physics,kinesthetic,True
99be8939-877a-4dd9-9a55-e9eb6fd2ee03,Ishaan,8,Environmental Science|Computer Science|Geography|History,Music,Physics|Hindi,auditory,True
703dcd0d-d1ce-4fa3-8935-3a5f38c3c585,Neha,9,Psychology|Physics,Music|Physics|Psychology,Economics|Hindi,reading,True
07da34e8-5e93-4e2a-8250-7fa11aa9fae9,Kabir,6,Economics|Psychology|History|Mathematics|Chemistry,Hindi|Chemistry,Mathematics|Geography,auditory,True
200673e5-73a9-4dea-81ac-66788b5ae2b0,Reyansh,K,Psychology|Computer Science|English|Mathematics|Music,Computer Science|Psychology,Music|Art & Design,auditory,True
ca9179e8-0734-432d-ac86-d529b66afd63,Tanvi,2,Art & Design|History|Music|English,Art & Design|Hindi,Biology,auditory,True
40fd6085-887f-4441-a7e0-92318e3f677c,Rahul,6,Music|Geography|English|Mathematics|Environmental Science,Physics,Music|Economics,auditory,True
dd5ba720-d112-472f-990b-52eabe9cf090,Aditya,12,Chemistry|Biology,Environmental Science,Biology,kinesthetic,True
4c952b5c-32fb-47e7-a6f1-724a088fb234,Vivaan,K,Art & Design|Biology|Computer Science|English,Geography|Hindi,Music,auditory,True
68a13d02-0619-4e32-9187-e6434ee98c33,Sara,5,Economics|History|Chemistry|Environmental Science|Psychology,English|Psychology|Chemistry,Environmental Science|Physics,visual,True
5d2183a6-5dff-41ed-b12c-119ed97a678b,Aanya,6,Chemistry|Environmental Science,Music|Biology|Environmental Science,Art & Design,reading,True
80fb6e93-0847-479a-a820-3fd7d45b4943,Aarav,10,Geography|Mathematics|Music|Political Science|Environmental Science,Psychology|Chemistry,Political Science,auditory,True
5d48c8c1-3383-40f8-9a16-53c495169aec,Aanya,4,Art & Design|Psychology|Political Science|Computer Science,Psychology|Hindi,Geography|Computer Science,kinesthetic,True
f2d32fc2-4ef2-42ac-bfd2-86d272cbd47b,Reyansh,4,Economics|Physics|Mathematics|Geography|Political Science,Geography|Political Science,Computer Science|Music,kinesthetic,True
2755722e-de74-4b91-b082-91f0546b13ef,Nisha,1,Computer Science|Political Science|English|Psychology,Political Science|Art & Design,Biology|Chemistry,auditory,True
4f647039-dbec-425d-b24c-3273ed2d560b,Ahana,K,Political Science|English|Psychology|Chemistry|Mathematics,History|Computer Science|Environmental Science,Geography|Psychology,visual,True
59ebd485-7f1d-4a3e-bb71-764f5579817c,Karan,9,English|Art & Design|Environmental Science,Political Science,Art & Design|English,reading,True
cbb54b39-6dec-43ae-928b-9f937f3ad2a3,Pooja,2,Computer Science|Physics|History,Art & Design,Music|Environmental Science,auditory,True
216b974f-e287-465b-8353-e771f69df97e,Kabir,10,Political Science|Physics|Biology|English,Art & Design,Hindi|Environmental Science,reading,True
d765c8a8-25d2-4c7b-b150-aa840e30feaa,Saanvi,4,History|Environmental Science|Physics|Psychology,Environmental Science,History,visual,True
48ec2355-9f87-4bed-914d-99e1fac4f037,Dev,10,Geography|Computer Science|Hindi|Mathematics|Chemistry,Biology,History|Political Science,auditory,True
190841e1-a600-4520-aeab-b0768258f43d,Aarav,5,Music|Physics|History,Political Science|Chemistry,Music|Mathematics,kinesthetic,True
906ad5f5-8013-4f16-bbe7-e63200ea1eb0,Kiara,4,Music|Psychology|Chemistry,Music|Chemistry|History,Biology,kinesthetic,True
f8b45865-a2f9-4056-bd4c-27d2d03ad178,Meera,10,Hindi|Psychology|History|Environmental Science|Mathematics,Geography,Music,visual,True
686061fa-ad28-4bd3-a7b8-c1d91725db06,Reyansh,5,Mathematics|Political Science|Psychology,Art & Design|Biology|Environmental Science,English|Chemistry,kinesthetic,True
37971885-6a0e-4a89-b2e1-1137fb2f1867,Krishna,8,Chemistry|Physics|Mathematics|Computer Science,History|Art & Design,Hindi|Music,reading,True
4c3545e2-da88-4434-86df-de9d02475781,Krishna,7,Music|Biology|Chemistry|Hindi,Biology,Music,auditory,True
6255da07-89f2-42d8-a7ff-065dff2a18b8,Aditya,11,Economics|Geography,Physics,Music|Art & Design,kinesthetic,True
956fce88-42ed-46f2-a127-7f7e4bce7475,Jai,10,Music|Geography|Economics|Mathematics,Mathematics|Political Science|Physics,Chemistry,visual,True
5d96e8a6-ff2a-4590-b635-9b4a53796f1a,Neha,6,Hindi|Physics|Geography|Computer Science|History,Chemistry|Biology|Art & Design,Hindi,visual,True
efbd06ac-4953-44d3-996d-6eec3e9ebf46,Ayaan,10,Economics|Psychology|Art & Design|Chemistry,Environmental Science|Physics,English,visual,True
7eebab68-bbb0-494b-a277-1b3184f8e99c,Sanya,7,Economics|Biology|Music,Environmental Science|Geography,English,kinesthetic,True
92945fb6-984f-4856-9bc7-d709b93803f3,Aarav,4,Mathematics|Geography|History,Art & Design,English|Biology,visual,True
ec4074f9-714f-495f-a0a1-a32e7db36b96,Arjun,10,Psychology|Physics,Political Science|History|Chemistry,Art & Design,visual,True
d268bfd0-1766-4c52-894c-2e1c44ebeae9,Sara,4,History|Computer Science|Environmental Science,Mathematics|Physics,Chemistry,reading,True
a547c220-d5a0-42ca-aafc-0e12a57303b1,Mira,12,Hindi|Art & Design|Physics|Music,Mathematics,Art & Design,auditory,True
1abd2cdd-5896-4eb5-99f2-312899d47f82,Rahul,5,Psychology|History|Economics|Computer Science,Physics|English|Environmental Science,Chemistry,kinesthetic,True
8cd3d8f7-b5d2-4bcf-85fc-e041334f3c56,Krishna,7,Environmental Science|Hindi|Art & Design|History,Political Science|Music,Physics,visual,True
ee323fc1-cb55-495d-a343-4f033061832d,Priya,2,Hindi|Economics,Music|Economics,Chemistry|Political Science,reading,True
e5b4a73e-8854-4dff-b2d7-f3bdb60e4ce7,Tanvi,9,Environmental Science|Political Science,Psychology|Chemistry|History,Physics|Geography,visual,True
5f419a46-5ab3-4a33-9f8b-4e856982c483,Kabir,1,Political Science|English|Mathematics|Art & Design,Geography|Music|Art & Design,Environmental Science,visual,True
